"project","---","acc_average","acc_kurtosis","acc_maximum","acc_median","acc_mininum","acc_mode","acc_skewness","acc_standard_deviation","acc_sum","acc_variance","accm_average","accm_kurtosis","accm_maximum","accm_median","accm_mininum","accm_mode","accm_skewness","accm_standard_deviation","accm_sum","accm_variance","amloc_average","amloc_kurtosis","amloc_maximum","amloc_median","amloc_mininum","amloc_mode","amloc_skewness","amloc_standard_deviation","amloc_sum","amloc_variance","anpm_average","anpm_kurtosis","anpm_maximum","anpm_median","anpm_mininum","anpm_mode","anpm_skewness","anpm_standard_deviation","anpm_sum","anpm_variance","cbo_average","cbo_kurtosis","cbo_maximum","cbo_median","cbo_mininum","cbo_mode","cbo_skewness","cbo_standard_deviation","cbo_sum","cbo_variance","dit_average","dit_kurtosis","dit_maximum","dit_median","dit_mininum","dit_mode","dit_skewness","dit_standard_deviation","dit_sum","dit_variance","lcom4_average","lcom4_kurtosis","lcom4_maximum","lcom4_median","lcom4_mininum","lcom4_mode","lcom4_skewness","lcom4_standard_deviation","lcom4_sum","lcom4_variance","loc_average","loc_kurtosis","loc_maximum","loc_median","loc_mininum","loc_mode","loc_skewness","loc_standard_deviation","loc_sum","loc_variance","mmloc_average","mmloc_kurtosis","mmloc_maximum","mmloc_median","mmloc_mininum","mmloc_mode","mmloc_skewness","mmloc_standard_deviation","mmloc_sum","mmloc_variance","noa_average","noa_kurtosis","noa_maximum","noa_median","noa_mininum","noa_mode","noa_skewness","noa_standard_deviation","noa_sum","noa_variance","noc_average","noc_kurtosis","noc_maximum","noc_median","noc_mininum","noc_mode","noc_skewness","noc_standard_deviation","noc_sum","noc_variance","nom_average","nom_kurtosis","nom_maximum","nom_median","nom_mininum","nom_mode","nom_skewness","nom_standard_deviation","nom_sum","nom_variance","npa_average","npa_kurtosis","npa_maximum","npa_median","npa_mininum","npa_mode","npa_skewness","npa_standard_deviation","npa_sum","npa_variance","npm_average","npm_kurtosis","npm_maximum","npm_median","npm_mininum","npm_mode","npm_skewness","npm_standard_deviation","npm_sum","npm_variance","rfc_average","rfc_kurtosis","rfc_maximum","rfc_median","rfc_mininum","rfc_mode","rfc_skewness","rfc_standard_deviation","rfc_sum","rfc_variance","total_abstract_classes","total_cof","total_eloc","total_loc","total_methods_per_abstract_class","total_modules","total_modules_with_defined_attributes","total_modules_with_defined_methods","total_nom"
"dita-ot",,"1,82248520710059","55,5981053512405",53,0,0,0,"6,62519031032788","5,23306483778923",308,"27,3849675965061","2,49660394365005","1,45510137440793","8,375","1,92857142857143",0,1,"1,35443593745463","1,75954817959882","421,926066476859","3,09600979632954","13,9535305795135","3,14413893487875",78,"9,6",0,1,"1,5890224687885","13,1831930320684","2358,14666793777","173,796578520777","0,980882163714872","4,06548675312489",4,1,0,1,"1,49235482397409","0,68462776223458","165,769085667813","0,468715172822329","1,19526627218935","1,60576030860413",7,1,0,0,"1,37037193241223","1,46091176075926",202,"2,13426317272471","0,751479289940828","-0,561880496623207",3,1,0,0,"0,612729174395632","0,76982577720359",127,"0,592631727247112","2,81065088757396","15,9109316622259",22,2,0,1,"3,83570492734529","3,63182102788471",475,"13,1901239785855","125,473372781065","13,6657072151467",1240,50,0,27,"3,401111007295","204,738482003168",21205,"41917,8460129614","42,5621301775148","12,3820628957951",379,25,0,1,"3,02996270393097","55,7865616623036",7193,"3112,140462102","6,42603550295858","130,493056182261",303,2,0,0,"10,9920818441462","24,2802738672808",1086,"589,531699070161","0,42603550295858","26,0125752835719",12,0,0,0,"4,92630820063567","1,63176329506243",72,"2,66265145111299","7,58579881656805","8,79555532880855",52,5,0,2,"2,35798189069619","7,33915052708992",1282,"53,8631304592843","1,87573964497041","163,746911726542",303,0,0,0,"12,8693953728248","23,3103275870916",317,"543,371372217526","5,90532544378698","7,00045853331851",40,4,0,2,"2,23095590186204","5,92637627530949",998,"35,1219357565512","26,4497041420118","14,7743813456791",276,13,0,2,"3,46137872806281","39,7854231565442",4470,"1582,87989574528",1,"0,0108481262327416",21508,21205,5,169,124,166,1282
"divfixpp",,"0,8125","-0,516444594366671",3,"0,5",0,0,"0,81859444645644","0,981070843517429",13,"0,9625","2,2859310300207","3,87304050960361","12,8260869565217",1,0,0,"2,0964533190317","3,40681723748667","36,5748964803313","11,6064036896363","11,5394474637681","1,76805165994171","50,3478260869565",9,0,0,"1,47063063404076","13,9432422889679","184,63115942029","194,414005528863","0,972906961697723","-1,44845326431486","2,5","0,976190476190476",0,0,"0,230648484767176","0,93189236641062","15,5665113871636","0,868423382574386","0,5625","4,21588218868749",4,0,0,0,"2,20522525633256","1,09354164682162",9,"1,19583333333333","0,1875","0,564102564102565",1,0,0,0,"1,60128153805087","0,403112887414928",3,"0,1625","1,875","7,43454293079516",13,1,0,0,"2,82345924255665","3,20156211871642",30,"10,25","138,625","7,78547523031659",1158,29,0,0,"2,93745495056048","290,865805255047",2218,"84602,9166666667","54,5","4,50327146308582",338,"17,5",0,0,"2,22453734544074","89,0190990742998",872,"7924,4","4,3125","2,21807457145947",21,2,0,0,"1,91846172446733","6,61028239437116",69,"43,6958333333333","0,25","-0,666666666666666",1,0,0,0,"1,15470053837925","0,447213595499958",4,"0,2","5,5625","0,56696769353627",23,"2,5",0,0,"1,3890067173957","7,55397246486906",89,"57,0625","0,625","-0,146636432350718",3,0,0,0,"1,18788834374329","1,02469507659596",10,"1,05","2,25","-0,448116532226488",8,2,0,0,"0,969025744069476","2,74469184669852",36,"7,53333333333333","26,625","3,31955877189236",171,7,0,0,"2,09364454863847","48,042862806734",426,"2308,11666666667",0,"0,0541666666666667",2316,2218,0,16,11,10,89
"divxrepair",,"3,15555555555556","33,4359378236757",77,1,0,0,"4,98431433648039","7,24762630846484",1420,"52,5280871071516","2,21159179110877","25,19014898487","35,6666666666667",1,0,0,"4,21468789943614","3,99450195018421","995,216305998945","15,9560458300255","13,3911859620555","45,906268739128","319,333333333333","1,63586956521739",0,0,"5,7631169284693","29,5524613568816","6026,03368292499","873,347972249978","0,982381684996877","11,9199328576168",12,"0,5",0,0,"2,31732176178824","1,29017921361103","442,071758248595","1,66456240323398","2,93777777777778","28,7569482590818",59,0,0,0,"4,60792333482358","6,53144829857901",1322,"42,6598168770107","0,224444444444444","4,12758529487759",2,0,0,0,"2,24516947427163","0,513365052674602",101,"0,263543677307597","2,40222222222222","32,6627341372682",49,1,0,0,"5,04312304789933","5,23015876931944",1081,"27,354560752289","138,124444444444","74,5405145031393",5303,"6,5",0,0,"7,27209652224126","395,360028844368",62156,"156309,55240782","44,8955555555555","33,8826043661572",1079,3,0,0,"4,64310867721858","97,4849893203381",20203,"9503,32314278643","8,03777777777777","176,956058959706",331,4,0,0,"11,5031601297945","19,2925177793559",3617,"372,201242266765","0,173333333333333","38,7828594529121",7,0,0,0,"5,60743501305554","0,678134477600474",78,"0,459866369710467","5,53555555555555","14,0692261888118",78,2,0,0,"3,20963603894163","9,48377246214993",2491,"89,9419401138333","5,99555555555556","215,004290206966",331,2,0,0,"13,0495430790467","18,4743240297005",2698,"341,300648354368","5,07777777777778","18,4268246020981",78,2,0,0,"3,60081916705296","8,80957640730358",2285,"77,6086364761198","31,7644444444445","61,2260586225376",952,3,0,0,"6,89515302419541","85,9425797731534",14294,"7386,12701806483",23,"0,00702796337540214",70429,62156,"12,304347826087",450,381,258,2491
"docsis",,"2,58333333333333","-0,102899284937172",6,"2,5",0,3,"0,445861285961915","1,62135371797393",31,"2,62878787878788","3,72541666666667","2,71664328868791",16,"2,53333333333333",0,0,"1,80083000235931","4,49228795528874","44,705","20,1806510732323","27,6336111111111","1,27001352182479","97,625","23,8166666666667",0,0,"1,25899679772275","27,9790411893514","331,603333333333","782,826745875421","1,89027777777778","-0,975188928803226","4,25","2,29166666666667",0,0,"-0,139262117468494","1,37733196803398","22,6833333333333","1,89704335016835","2,58333333333333","-0,31875786004263",9,2,0,0,"0,838747060411798","2,96826650767852",31,"8,81060606060606",0,0,0,0,0,0,0,0,0,0,7,"-1,18458639158897",19,"4,5",0,0,"0,601873797611762","7,18584467104346",84,"51,6363636363636","349,25","-0,715489102162468",1075,269,0,0,"0,745210694731818","365,5031712336",4191,"133592,568181818","127,083333333333","3,41818138618222",680,62,0,0,"2,13845279755385","196,468576406385",1525,"38599,9015151515","9,5","0,473504057800477",45,1,0,1,"1,44852228609257","15,6117671237843",114,"243,727272727273",0,0,0,0,0,0,0,0,0,0,"12,4166666666667","-0,58375541446248",40,9,0,0,"0,809052086394562","13,4533424933146",149,"180,992424242424","9,5","0,473504057800477",45,1,0,1,"1,44852228609257","15,6117671237843",114,"243,727272727273","12,4166666666667","-0,58375541446248",40,9,0,0,"0,809052086394562","13,4533424933146",149,"180,992424242424","46,1666666666667","-1,10254590935566",137,19,0,0,"0,715359709536624","54,0535649036017",554,"2921,78787878788",0,"0,234848484848485",2542,4191,0,12,10,9,149
"dom4j",,"4,41847826086957","95,4523905383748",181,1,0,0,"8,94280566370068","15,328600571672",813,"234,965995485864","1,36975121091842","3,53091692701866","4,4","1,19722222222222",0,1,"1,16386056734608","0,649793376108599","252,034222808989","0,422231431634611","5,51871835324934","5,35475773627122","27,8","4,69047619047619",0,1,"1,85813727724565","4,19122991282303","1015,44417699788","17,5664081821425","0,862930914048089","2,79495637867923",3,"0,837719298245614",0,1,"0,685006634778688","0,438642824438233","158,779288184848","0,19240752743115","2,04347826086956","3,33674305176379",14,1,0,0,"1,63293271105851","2,43792011810417",376,"5,94345450225707","1,56521739130435","0,191019094008095",6,1,0,1,"1,05991227918546","1,60806945875381",288,"2,58588738417676","7,30434782608695","8,0998273488136",67,3,0,1,"2,86819346755185","11,5925726461365",1344,"134,387740555952",103,"26,0754036487208",1285,"44,5",0,0,"4,34521269588908","160,488155598573",18952,"25756,4480874317","19,3967391304348","14,26277455799",187,11,0,1,"3,247521446359","25,9907547710896",3569,"675,519333570919","2,64673913043478","10,9985190973645",27,1,0,0,"3,07682300975184","4,24395297448122",487,"18,011136849608","0,625","10,8147759120232",7,0,0,0,"3,06050773603171","1,25259293908207",115,"1,56898907103825","15,8804347826087","6,95654641472766",115,"9,5",0,7,"2,26489741627202","17,6930985225612",2922,"313,045735329057","0,108695652173913","63,092767412335",6,0,0,0,"7,47380794481747","0,590572968782354",20,"0,348776431456403","13,6739130434783","5,91437866280444",99,8,0,0,"2,15149256005953","15,5964187395887",2516,"243,248277500594","38,9130434782609","22,5311544006715",411,22,0,10,"3,9987099557634","53,5776138256915",7160,"2870,56070325493",3,"0,0241446899501069",18222,18952,"60,3333333333333",184,124,175,2922
"doomlegacy",,"6,35891647855531","14,2066308413762",84,2,0,1,"3,39347755243701","11,2575698292897",2817,"126,732878461334","2,47612038895099","152,375056412438",143,0,0,0,"11,1164816668473","8,91888702221154","1096,92133230529","79,5465457149733","15,7733604273797","33,0016758442325",306,0,0,0,"4,79133884190785","32,6786378583489","6987,59866932919","1067,89337227711","0,633219160860655","4,79449329232311","6,66666666666667",0,0,0,"1,7072051729873","0,916052553207989","280,51608826127","0,839152280238876","6,35891647855531","7,22416298530439",78,0,0,0,"2,54656639335912","12,4424405333172",2817,"154,814326425135",0,0,0,0,0,0,0,0,0,0,"3,98871331828443","216,355652858449",336,0,0,0,"13,7598292642298","19,2832508598867",1767,"371,84376372532","270,911963882619","52,7423778965686",7970,0,0,0,"5,76270325355298","641,350709090675",120014,"411330,732051112","57,020316027088","19,5789091006962",887,0,0,0,"3,84407897701016","118,01379259406",25260,"13927,2552424338","9,34537246049661","12,0681085971227",106,5,0,2,"3,05967346270579","13,2362930051933",4140,"175,19945251933",0,0,0,0,0,0,0,0,0,0,"8,43340857787811","99,5814637632947",336,0,0,0,"8,36522309387257","23,1601147998198",3736,"536,390917540831","9,33634311512415","12,0541291623135",106,5,0,2,"3,05759697083809","13,2413110651338",4136,"175,332318723634","8,43340857787811","99,5814637632947",336,0,0,0,"8,36522309387257","23,1601147998198",3736,"536,390917540831","70,3295711060948","27,8825493249737",1633,0,0,0,"4,56676460033759","171,493914266246",31156,"29410,1626303586",0,"0,0143866888655097",121150,120014,0,443,396,176,3736
"dopewars",,2,"1,44199888399777",9,1,0,0,"1,40736785394906","2,37580395749406",92,"5,64444444444444","3,73780133983901","2,33476796709096",18,"2,12698412698413",0,0,"1,49604743883286","3,96106029890834","171,938861632594","15,6899986915878","31,2076181559669","14,9268451906032",276,"16,3833849329205",0,0,"3,46263480991421","46,5819246783157","1435,55043517448","2169,87570673628","1,54691288968592","0,218673379699134",5,"1,66483516483516",0,0,"0,511110249416322","1,16835601534818","71,1579929255524","1,36505577860027",2,"2,61865090029562",12,"0,5",0,0,"1,702849077814","2,85189995149433",92,"8,13333333333333",0,0,0,0,0,0,0,0,0,0,"2,97826086956522","2,70918249112539",17,1,0,1,"1,76237444591648","3,8151110683397",137,"14,5550724637681","378,891304347826","4,31688652467977",2778,"110,5",0,0,"2,26034267059646","651,536004914911",17429,"424499,165700483","94,5","4,66450872140016",594,41,0,0,"1,92891992164121","121,218031295311",4347,"14693,8111111111","12,3913043478261","32,600754302095",244,3,0,0,"5,64765266586176","36,845309221042",570,"1357,5768115942",0,0,0,0,0,0,0,0,0,0,"13,0869565217391","3,57041352702144",83,5,0,0,"2,13414317990616","20,9080804017719",602,"437,147826086957","12,3913043478261","32,600754302095",244,3,0,0,"5,64765266586176","36,845309221042",570,"1357,5768115942","13,0869565217391","3,57041352702144",83,5,0,0,"2,13414317990616","20,9080804017719",602,"437,147826086957","89,5869565217391","4,85615288791297",745,17,0,0,"2,43364588009275","184,432893678247",4121,"34015,4922705314",0,"0,0444444444444444",31608,17429,0,46,32,37,602
"dorgem",,"3,26829268292683","6,29785400825794",28,1,0,1,"2,59212955177675","6,21437755588653",268,"38,6184884071063","1,65394801175024","2,77003995244652",7,"1,53272727272727",0,0,"1,25743133921482","1,42411661113359","135,62373696352","2,02810812210663","10,4626885565311","3,17513485380755","50,3076923076923","9,78409090909091",0,0,"1,40007573822715","9,89893223420094","857,940461635551","97,9888593773023","0,603133918147642","2,45596512694233",3,"0,467272727272727",0,0,"1,54704095003609","0,66407164025222","49,4569812881066","0,440991143387274","2,9390243902439","0,240217407402032",13,1,0,0,"1,19713141425328","3,71299872478593",241,"13,786359530262","0,329268292682927","1,5678574715291",2,0,0,0,"1,66234354009893","0,609692860316164",27,"0,371725383920506","3,01219512195122","62,3679576121751",65,2,0,0,"7,64815493279504","7,29026731959035",247,"53,147997591087","131,780487804878","4,66698812033875",892,"52,5",0,0,"2,07206391657903","178,51403267387",10806,"31867,2598614875","36,3170731707317","2,6445034205249",187,"22,5",0,0,"1,65581788295955","42,6538979877588",2978,"1819,35501355014","5,10975609756098","23,4404689917308",56,2,0,0,"4,01231508230437","7,54084531653616",419,"56,8643480879253","0,25609756097561","25,9244126891071",7,0,0,0,"4,8495122332477","1,00383186346989",21,"1,00767841011743","9,84146341463414","11,909217236896",85,"5,5",0,0,"3,0917026440208","14,1189562725805",807,"199,34492622704","2,67073170731707","37,9882775076061",56,0,0,0,"5,61781997721081","7,07116362514333",219,"50,0013550135501","6,81707317073171","13,5938398741203",71,"2,5",0,0,"3,43642306698274","11,8999201665343",559,"141,608099969889","38,0731707317073","3,31436430910394",231,"16,5",0,0,"1,78486971207497","49,4849473278952",3122,"2448,76001204456",5,"0,0403492923818127",11691,10806,"17,6",82,60,62,807
"dosbox",,"3,41568047337278","24,9025377226563",87,0,0,0,"4,5905384682527","9,21176331589788",2309,"84,8565833881218","3,22483705510243","252,791340401014",293,1,0,0,"14,9110351378905","15,3992649964687","2179,98984924924","237,137362431466","12,8812547329279","123,696344629061",648,1,0,0,"9,65915493680039","40,4456361284902","8707,72819945926","1635,84948183824","0,805651770459593","24,5837240966202",12,"0,5",0,0,"2,88722698731997","0,986204278214388","544,620596830685","0,972598878368363","3,11834319526627","23,836547127022",60,0,0,0,"3,77214642549276","5,59265822231898",2108,"31,2778259916721","0,275147928994083","3,95853476060715",3,0,0,0,"2,07887639398078","0,561509190198331",186,"0,315292570677186","3,6671597633136","198,48010966871",259,1,0,0,"12,4486244997107","13,8075723157417",2479,"190,649053254438","125,085798816568","31,2200981931594",3282,4,0,0,"4,85605625748633","325,405854903434",84558,"105888,970405435","40,7618343195266","27,2586393527283",998,1,0,0,"4,58290336413281","100,464953574759",27555,"10093,2068967784","6,19674556213018","15,1906639561394",79,3,0,0,"3,25347466668247","8,7199076481889",4189,"76,0367893929432","0,239644970414201","163,223846144677",26,0,0,0,"11,4129985655991","1,49823477109658",162,"2,24470742932281","7,36686390532545","71,8584935247658",265,1,0,0,"7,03088963476057","18,8658035825937",4980,"355,918544817006","5,54881656804734","16,2715405600167",79,3,0,0,"3,37036004539095","8,63819160200615",3751,"74,6183541529696","7,16272189349113","74,125524300648",265,1,0,0,"7,17889761220854","18,741678670683",4842,"351,250519395135","34,4541420118343","28,9045545083011",876,3,0,0,"4,70710561077401","83,9642391109751",23291,"7049,993449485",18,"0,00506026736795969",111270,84558,"11,8333333333333",676,555,366,4980
"dosemu",,"4,875","32,361547553993",110,1,0,0,"4,99884683601857","11,4794350674188",1560,"131,777429467085","4,91054253294218","129,851981600318","182,4","2,76111111111111",0,1,"10,4794121710211","12,7864801373966","1571,3736105415","163,494074304038","27,36020901866","80,5514354732045","537,4","19,4880952380952",0,4,"7,28720267640908","40,5355944122734","8755,26688597121","1643,13441435633","1,41361641075788","6,3556524217132",6,"1,25",0,1,"1,7296784566239","0,845797880556682","452,357251442523","0,715374054754175","4,875","28,8254805294312",67,2,0,1,"4,13762882626701","6,7208094004268",1560,"45,1692789968652",0,0,0,0,0,0,0,0,0,0,"3,74375","72,4014615997942",86,"1,5",0,1,"6,935485994341","6,70305865242172",1198,"44,9309952978056","356,265625","15,3738755113215",4573,"142,5",0,4,"3,54630556558693","633,745700267669",114005,"401633,612607759","120,765625","42,6252189291032",2416,52,0,4,"5,9829926203697","271,870390369166",38645,"73913,5091594827","13,1","12,3119508426811",166,5,0,0,"3,33762337286762","24,6482972635785",4192,"607,538557993731",0,0,0,0,0,0,0,0,0,0,"11,290625","10,0919339072471",103,5,0,1,"2,9027785418579","16,3169980676728",3613,"266,244425940439","13,1","12,3119508426811",166,5,0,0,"3,33762337286762","24,6482972635785",4192,"607,538557993731","11,290625","10,0919339072471",103,5,0,1,"2,9027785418579","16,3169980676728",3613,"266,244425940439","66,246875","22,5130671638619",1052,25,0,3,"4,13126797740632","118,991392129272",21199,"14158,9514008621",0,"0,015282131661442",132223,114005,0,320,258,293,3613
"drakt",,0,0,0,0,0,0,0,0,0,0,"5,64672364672365",0,13,"2,38461538461538","1,55555555555556","~",0,"6,38160167166363","16,9401709401709","40,7248398957801","22,8347578347578",0,46,"11,6153846153846","10,8888888888889","~",0,"20,0649765123433","68,5042735042735","402,603282440889","1,03418803418803",0,"1,76923076923077","1,33333333333333",0,"~",0,"0,921770205202345","3,1025641025641","0,849660311198773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,3,1,"~",0,"5,29150262212918",15,28,"163,666666666667",0,294,151,46,"~",0,"124,484269421214",491,"15496,3333333333",39,0,46,38,33,"~",0,"6,557438524302",117,43,"2,33333333333333",0,5,2,0,"~",0,"2,51661147842358",7,"6,33333333333333",0,0,0,0,0,0,0,0,0,0,"13,6666666666667",0,27,13,1,"~",0,"13,0128141972954",41,"169,333333333333","1,33333333333333",0,2,2,0,2,0,"1,15470053837925",4,"1,33333333333333","13,6666666666667",0,27,13,1,"~",0,"13,0128141972954",41,"169,333333333333","32,3333333333333",0,66,30,1,"~",0,"32,5627599157893",97,"1060,33333333333",0,0,479,491,0,3,2,3,41
"drawswf",,"2,11290322580645","31,3371277769852",50,0,0,0,"4,83903468123374","5,15740846687213",655,"26,5988620941643","1,97467416380302","10,3032395331874","12,2727272727273","1,42043182726909",0,1,"2,76303703511148","1,62229762997145","612,148990778936","2,63184960021099","11,9755457083943","10,2991987731708","97,5","8,5",0,1,"2,62330004615186","12,3570059675035","3712,41916960225","152,695596480916","1,84659120100264","2,78199511505704","8,5","1,30952380952381",0,1,"1,61789230839144","1,62931834934382","572,443272310819","2,65467828350847","1,29354838709677","7,48018574777311",11,1,0,0,"2,31877794815421","1,77749969551447",401,"3,15950516755402","1,11935483870968","-0,118535147961344",5,1,0,0,"0,734922344529241","1,06212199972057",347,"1,12810314229043","2,69354838709678","190,19310181026",103,2,0,1,"12,8029382391467","6,44264892977096",835,"41,5077252322789","92,232258064516","18,6992748753606",1161,40,0,0,"3,83496045618346","152,7820462247",28592,"23342,3536486063","31,4709677419355","17,7753347964819",332,"19,5",0,1,"3,48617882405104","40,1881190766382",9756,"1615,08491491805","4,23225806451613","95,4488236039789",127,2,0,0,"9,01374264385487","10,6183082745228",1312,"112,748470612799","0,541935483870968","37,9978446460799",17,0,0,0,"5,64779331956176","1,80699364006675",168,"3,26522601524167","8,82580645161291","23,9487069575231",111,4,0,2,"4,50174503310345","14,9040722860148",2736,"222,131370706754","1,28709677419355","139,5340564816",127,0,0,0,"11,6835379871091","9,9079008692365",399,"98,1664996346174","7,35161290322581","28,4619912871002",106,3,0,1,"4,96415141980844","14,1502197535223",2279,"200,228719072972","29,5677419354839","21,7325119330627",443,12,0,4,"4,15543957785532","51,8393110139948",9166,"2687,31416640568",14,"0,00683787451717299",27200,28592,"9,21428571428571",310,213,300,2736
"drivel",,"3,65625","2,6131231274858",16,3,0,1,"1,81625941006997","4,05295093608627",117,"16,4264112903226","3,05311911091536","0,449088923086219","6,3","2,64367816091954",1,3,"0,965860156111191","1,32499136161629","97,6998115492915","1,75560210835778","31,3630042160348","1,3470709721126",79,"27,5666666666667",7,"~","1,16563353380841","15,7670904123942","1003,61613491311","248,601140072614","2,04940262426849","4,33097024118093","5,11111111111111","1,96514423076923",1,2,"1,89457834565711","0,834830360378836","65,5808839765918","0,696941730610257","3,65625","2,26218139414185",17,"3,5",0,0,"1,34187143711295","3,93175143604459",117,"15,4586693548387",0,0,0,0,0,0,0,0,0,0,"4,875","0,383182800737294",19,2,1,1,"1,26025507635436","5,28387687580906",156,"27,9193548387097","648,625","7,48498202602498",3557,407,35,407,"2,55163167013045","702,47864162228",20756,"493476,241935484","123,40625","6,37145405526596",529,"91,5",20,90,"2,1980523179412","100,197179592976",3949,"10039,4747983871","14,625","22,5701482089486",210,3,0,0,"4,76258200737983","37,1212051389464",468,"1377,98387096774",0,0,0,0,0,0,0,0,0,0,"22,78125","5,16839187955971",107,18,1,24,"2,15735616258717","22,189410980858",729,"492,369959677419","14,625","22,5701482089486",210,3,0,0,"4,76258200737983","37,1212051389464",468,"1377,98387096774","22,78125","5,16839187955971",107,18,1,24,"2,15735616258717","22,189410980858",729,"492,369959677419","129,4375","10,3095897232063",839,"75,5",2,74,"2,97589969852918","160,131385068234",4142,"25642,060483871",0,"0,117943548387097",20067,20756,0,32,24,32,729
"drm",,"1,49152542372881","2,63074555315757",8,1,0,0,"1,37985821413279","1,63341066225976",88,"2,66803039158387","0,969190250212429","2,6651720607043",7,0,0,0,"1,86497607207302","1,80263719931873","57,1822247625333","3,24950087236768","9,11679510595734","1,25429607047114",57,0,0,0,"1,62801673675099","16,9773317098879","537,890911251483","288,229791987566","0,469615886589648","1,25520222411825",3,0,0,0,"1,5612920936936","0,839694547057544","27,7073373087892","0,705086932358175","1,49152542372881","5,12988598615377",14,0,0,0,"2,47983258223705","3,49074086275309",88,"12,1852717708942",0,0,0,0,0,0,0,0,0,0,"1,57627118644068","14,1119303260726",23,0,0,0,"3,7112270907445","4,23126047018725",93,"17,9035651665693","171,694915254237","17,3292376960165",2841,0,0,0,"3,89636828649944","466,759675822258",10130,"217864,5949737","31,6271186440678","1,0422882335697",202,0,0,0,"1,62758228452296","60,7249020967354",1866,"3687,51373465809","8,64406779661017","12,1354481164004",91,3,0,2,"3,27427416917566","15,6764293874642",510,"245,750438340152",0,0,0,0,0,0,0,0,0,0,"5,03389830508474","8,41031370977389",56,0,0,0,"2,92357538506345","12,1328367517515",297,"147,205727644652","7,08474576271186","18,6736512351045",91,3,0,2,"4,06596675600197","14,4416640262832",418,"208,561659848042","4,35593220338983","11,0496537773491",56,0,0,0,"3,34848455006312","11,6096908270105",257,"134,784921098773","30,8135593220339","6,39567757683369",346,0,0,0,"2,65718105409601","74,0988330161426",1818,"5490,63705435418",0,"0,0257159555815313",12430,10130,0,59,49,17,297
"druid",,"1,2","0,704152249134947",4,1,0,1,"1,11978487945991","1,22927259430572",12,"1,51111111111111","2,10827922077922","-0,0278518449589384","5,63636363636364","1,03571428571429",1,1,"1,29845403342354","1,7887384287164","21,0827922077922","3,19958516636682","13,7632756132756","0,035903282757896","47,5454545454545",5,"2,14285714285714",5,"1,26031059959541","16,2570612205527","137,632756132756","264,2920395288","1,22406204906205","-0,312772221433261","2,875","0,928571428571429","0,5",1,"1,06682884939387","0,820186917925695","12,2406204906205","0,67270658033645",1,"2,41322314049587",5,"0,5",0,0,"1,83872689762702","1,56347191994114",10,"2,44444444444444","0,8","-1,1530612244898",2,1,0,1,"0,343621596744546","0,788810637746616",8,"0,622222222222222","5,1","-0,323961642463853",13,"4,5",1,1,"0,848648027868107","3,92852813828962",51,"15,4333333333333","126,4","1,23164776172957",523,"47,5",15,"~","1,5689101436066","166,555429545575",1264,"27740,7111111111",40,"-0,100932836717322",141,17,3,3,"1,20067036853531","50,3233985780416",400,"2532,44444444444","2,7","0,485528906537083",11,1,0,1,"1,41021437871273","3,77270901784558",27,"14,2333333333333","0,2","5,11111111111111",2,0,0,0,"2,66666666666667","0,632455532033676",2,"0,4","8,4","-0,0712164256198355",14,8,4,7,"0,497236748657363","2,7968235951204",84,"7,82222222222222","0,2","5,11111111111111",2,0,0,0,"2,66666666666667","0,632455532033676",2,"0,4","6,3","-0,30438995280026",12,6,2,6,"0,597632544576512","2,94580681270476",63,"8,67777777777778",18,"-0,605747200000001",41,13,7,11,"0,928630086783753","11,7851130197758",180,"138,888888888889",0,"0,133333333333333",1203,1264,0,10,7,10,84
"dsmyth",,"1,74566473988439","20,4779427990386",30,0,0,0,"4,21017777903511","3,9824318901569",604,"15,8597637597386","1,88193085463629","14,4775462909358",20,1,0,0,"3,0970012189006","2,52525921493062","651,148075704155","6,37693410259203","13,6863942694898","21,1741291585437",213,"4,5",0,0,"3,64065897846182","22,450495519816","4735,49241724348","504,024749085278","1,18962287299574","23,6286801461974",13,1,0,0,"4,41147777894553","1,89162307130137","411,609514056527","3,57823784387963","1,57514450867052","7,7525897410002",19,0,0,0,"2,53634201227362","2,82973150914346",545,"8,00738041383932","0,15606936416185","5,99633924401819",2,0,0,0,"2,54429977945602","0,401346481326569",54,"0,161078998073218","2,47687861271677","70,6884963817252",56,1,0,0,"6,55971442217098","4,2808352933056",857,"18,3255508084108","93,6445086705202","94,8830168564457",3314,11,0,0,"8,11752463367058","240,371760830054",32401,"57778,5834045405","32,2283236994219","123,622404456256",1120,5,0,0,"9,30654625261591","75,6333827535639",11151,"5720,40858674709","2,61271676300578","29,4148705288173",44,1,0,0,"4,12310898501169","4,20768931949584",904,"17,7046494093993","0,147398843930636","102,404402844713",12,0,0,0,"9,18383520956276","0,890338901375767",51,"0,792703359303008","4,98554913294797","11,9534517414915",63,2,0,0,"3,07674669647726","8,43507647889605",1725,"71,1505152048253","1,58381502890173","54,7861675038197",43,0,0,0,"6,09754912135655","3,63719487555836",548,"13,229186562788","4,35549132947977","14,6229439589142",63,2,0,0,"3,28694335486788","7,52951190104913",1507,"56,6935494680405","17,2167630057804","14,034745326707",249,3,0,0,"3,39714537778283","33,044052405033",5957,"1091,90939934657",11,"0,00505989779676637",65263,32401,"10,3636363636364",346,207,240,1725
